"Sex","AGE","Thrown Out","Injury Extent","Seat Belt"
"Male","032","Unknown","Treated at Hospital","Not Worn"
"Female","064","Unknown","Admitted to Hospital","Not Worn"
"Male","039","Thrown Out","Treated at Hospital","Not Worn"
"Male","051","Thrown Out","Treated at Hospital","Not Worn"
"Unknown","XXX","Thrown Out","Treated at Hospital","Not Worn"
"Female","035","Thrown Out","Treated at Hospital","Not Worn"
"Female","053","Thrown Out","Admitted to Hospital","Not Worn"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Unknown","XXX","Thrown Out","Treated at Hospital","Not Worn"
"Male","041","Thrown Out","Admitted to Hospital","Not Worn"
"Female","034","Unknown","Treated at Hospital","Not Worn"
"Male","047","Unknown","Fatal","Not Worn"
"Male","052","Thrown Out","Treated at Hospital","Not Worn"
"Male","053","Thrown Out","By Private","Not Worn"
"Male","036","Thrown Out","Treated at Hospital","Not Worn"
"Male","021","Thrown Out","Fatal","Fitted - Not Worn"
"Male","025","Thrown Out","Admitted to Hospital","Not Worn"
"Male","032","Thrown Out","By Private","Not Worn"
"Male","012","Unknown","Treated at Hospital","Not Worn"
"Male","016","Thrown Out","Treated at Hospital","Not Worn"
"Unknown","XXX","Thrown Out","Treated at Hospital","Not Worn"
"Female","033","Unknown","Treated at Hospital","Not Worn"
"Male","XXX","Unknown","Treated at Hospital","Not Worn"
"Male","026","Thrown Out","Treated at Hospital","Not Worn"
"Male","026","Thrown Out","By Private","Not Worn"
"Male","012","Thrown Out","Treated at Hospital","Not Worn"
"Female","039","Thrown Out","By Private","Not Worn"
"Male","022","Thrown Out","Admitted to Hospital","Not Worn"
"Male","046","Thrown Out","Treated at Hospital","Not Worn"
"Male","070","Unknown","Fatal","Not Worn"
"Female","049","Thrown Out","Treated at Hospital","Not Worn"
"Female","018","Thrown Out","Admitted to Hospital","Not Worn"
"Male","055","Thrown Out","Treated at Hospital","Not Worn"
"Male","032","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","027","Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","047","Thrown Out","Treated at Hospital","Not Worn"
"Female","045","Thrown Out","Treated at Hospital","Not Worn"
"Male","009","Unknown","Admitted to Hospital","Not Worn"
"Female","015","Thrown Out","Treated at Hospital","Not Worn"
"Female","051","Thrown Out","Admitted to Hospital","Not Worn"
"Female","030","Thrown Out","Treated at Hospital","Not Worn"
"Female","047","Thrown Out","Treated at Hospital","Not Worn"
"Male","029","Thrown Out","Treated at Hospital","Not Worn"
"Male","065","Thrown Out","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Female","034","Thrown Out","By Private","Not Worn"
"Male","058","Thrown Out","Admitted to Hospital","Not Worn"
"Male","084","Thrown Out","Treated at Hospital","Not Worn"
"Male","049","Thrown Out","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","By Private","Not Worn"
"Male","059","Thrown Out","By Private","Not Worn"
"Female","029","Unknown","By Private","Not Worn"
"Female","083","Unknown","Treated at Hospital","Not Worn"
"Male","038","Unknown","Admitted to Hospital","Not Worn"
"Female","043","Thrown Out","By Private","Not Worn"
"Female","018","Unknown","Admitted to Hospital","Not Worn"
"Male","012","Thrown Out","By Private","Not Worn"
"Male","037","Thrown Out","Treated at Hospital","Not Worn"
"Female","082","Unknown","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Female","031","Thrown Out","Treated at Hospital","Not Worn"
"Male","025","Thrown Out","Treated at Hospital","Not Worn"
"Female","039","Thrown Out","Admitted to Hospital","Not Worn"
"Male","016","Thrown Out","Fatal","Unknown"
"Male","019","Thrown Out","Treated at Hospital","Not Worn"
"Male","045","Thrown Out","Fatal","Not Worn"
"Male","035","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Male","053","Thrown Out","Treated at Hospital","Not Worn"
"Male","055","Thrown Out","Treated at Hospital","Not Worn"
"Male","014","Thrown Out","Treated at Hospital","Not Worn"
"Male","026","Unknown","Admitted to Hospital","Not Worn"
"Male","070","Not Thrown Out","Treated at Hospital","Not Fitted"
"Female","068","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Female","010","Unknown","Treated at Hospital","Not Worn"
"Female","087","Unknown","Treated at Hospital","Not Worn"
"Female","022","Not Thrown Out","By Private","Fitted - Not Worn"
"Female","022","Unknown","Treated at Hospital","Not Worn"
"Female","012","Unknown","By Private","Not Worn"
"Male","048","Thrown Out","By Private","Not Worn"
"Female","057","Thrown Out","Treated at Hospital","Not Worn"
"Male","028","Thrown Out","By Private","Not Worn"
"Male","029","Thrown Out","Treated at Hospital","Not Worn"
"Male","057","Thrown Out","Admitted to Hospital","Not Worn"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Male","001","Unknown","Admitted to Hospital","Not Worn"
"Male","016","Unknown","Treated at Hospital","Not Worn"
"Male","028","Thrown Out","Admitted to Hospital","Not Worn"
"Male","042","Thrown Out","Treated at Hospital","Not Worn"
"Male","031","Thrown Out","Treated at Hospital","Not Worn"
"Female","031","Thrown Out","Treated at Hospital","Not Worn"
"Male","048","Thrown Out","Admitted to Hospital","Not Worn"
"Male","024","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Thrown Out","Treated at Hospital","Not Worn"
"Male","027","Thrown Out","Treated at Hospital","Not Worn"
"Male","048","Thrown Out","By Private","Not Worn"
"Female","034","Thrown Out","By Private","Not Worn"
"Male","032","Thrown Out","Treated at Hospital","Not Worn"
"Female","051","Thrown Out","Treated at Hospital","Not Worn"
"Male","018","Unknown","Treated at Hospital","Not Worn"
"Male","063","Thrown Out","By Private","Not Worn"
"Male","059","Unknown","Treated at Hospital","Not Worn"
"Female","056","Thrown Out","Treated at Hospital","Not Worn"
"Male","041","Thrown Out","Admitted to Hospital","Not Worn"
"Female","057","Thrown Out","Treated at Hospital","Not Worn"
"Male","029","Thrown Out","By Private","Not Worn"
"Male","037","Thrown Out","By Private","Not Worn"
"Male","026","Thrown Out","Admitted to Hospital","Not Worn"
"Male","054","Thrown Out","By Private","Not Worn"
"Male","049","Thrown Out","Treated at Hospital","Not Worn"
"Female","025","Unknown","Treated at Hospital","Not Worn"
"Male","035","Thrown Out","Admitted to Hospital","Not Worn"
"Male","071","Thrown Out","Admitted to Hospital","Not Worn"
"Male","069","Thrown Out","By Private","Not Worn"
"Male","050","Unknown","Admitted to Hospital","Not Worn"
"Female","028","Thrown Out","Treated at Hospital","Not Worn"
"Female","015","Unknown","Treated at Hospital","Not Worn"
"Female","075","Thrown Out","Treated at Hospital","Not Worn"
"Female","029","Unknown","Treated at Hospital","Not Worn"
"Female","066","Unknown","Treated at Hospital","Not Worn"
"Male","027","Thrown Out","Admitted to Hospital","Not Worn"
"Male","056","Thrown Out","Admitted to Hospital","Not Worn"
"Male","053","Thrown Out","Admitted to Hospital","Not Worn"
"Male","045","Thrown Out","Treated at Hospital","Not Worn"
"Female","025","Thrown Out","By Private","Not Worn"
"Female","052","Unknown","Treated at Hospital","Not Worn"
"Male","030","Thrown Out","Treated at Hospital","Not Worn"
"Male","074","Unknown","Treated at Hospital","Not Worn"
"Female","060","Thrown Out","Treated at Hospital","Not Worn"
"Male","020","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Female","026","Thrown Out","Treated at Hospital","Not Worn"
"Female","025","Thrown Out","Treated at Hospital","Not Worn"
"Female","062","Thrown Out","Treated at Hospital","Not Worn"
"Male","090","Unknown","Treated at Hospital","Not Worn"
"Female","037","Unknown","Treated at Hospital","Not Worn"
"Male","041","Thrown Out","Treated at Hospital","Not Worn"
"Male","039","Thrown Out","Treated at Hospital","Not Worn"
"Male","041","Thrown Out","Treated at Hospital","Not Worn"
"Male","065","Thrown Out","Fatal","Not Worn"
"Female","059","Thrown Out","Admitted to Hospital","Not Worn"
"Male","004","Unknown","Treated at Hospital","Not Worn"
"Male","044","Thrown Out","Treated at Hospital","Not Worn"
"Male","022","Thrown Out","Admitted to Hospital","Not Worn"
"Female","050","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","069","Thrown Out","Admitted to Hospital","Not Worn"
"Male","081","Thrown Out","Admitted to Hospital","Not Worn"
"Male","048","Thrown Out","Admitted to Hospital","Not Worn"
"Female","046","Thrown Out","Admitted to Hospital","Not Worn"
"Female","030","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Thrown Out","Treated at Hospital","Not Worn"
"Male","065","Thrown Out","Admitted to Hospital","Not Worn"
"Male","055","Thrown Out","Admitted to Hospital","Not Worn"
"Male","025","Thrown Out","Admitted to Hospital","Not Worn"
"Male","076","Unknown","Treated at Hospital","Not Worn"
"Male","029","Thrown Out","Treated at Hospital","Not Worn"
"Male","044","Thrown Out","Treated at Hospital","Not Worn"
"Male","044","Thrown Out","Treated at Hospital","Not Worn"
"Female","074","Thrown Out","Treated at Hospital","Not Worn"
"Male","XXX","Unknown","Admitted to Hospital","Not Worn"
"Male","039","Thrown Out","Admitted to Hospital","Not Worn"
"Male","056","Unknown","Admitted to Hospital","Not Worn"
"Female","059","Thrown Out","Treated at Hospital","Not Worn"
"Female","020","Unknown","Admitted to Hospital","Not Worn"
"Female","008","Unknown","Treated at Hospital","Not Worn"
"Male","038","Thrown Out","Admitted to Hospital","Not Worn"
"Female","040","Thrown Out","Admitted to Hospital","Not Worn"
"Male","033","Thrown Out","Admitted to Hospital","Not Worn"
"Male","025","Unknown","Treated at Hospital","Not Worn"
"Male","058","Thrown Out","Treated at Hospital","Not Worn"
"Male","051","Unknown","Treated at Hospital","Not Worn"
"Male","031","Thrown Out","Fatal","Fitted - Not Worn"
"Male","022","Thrown Out","Admitted to Hospital","Not Worn"
"Male","054","Thrown Out","Treated at Hospital","Not Worn"
"Male","041","Thrown Out","Fatal","Not Worn"
"Male","056","Thrown Out","Treated at Hospital","Not Worn"
"Female","051","Thrown Out","Treated at Hospital","Not Worn"
"Female","081","Unknown","Admitted to Hospital","Not Worn"
"Male","021","Thrown Out","Admitted to Hospital","Not Worn"
"Female","048","Unknown","By Private","Not Worn"
"Male","041","Thrown Out","Admitted to Hospital","Not Worn"
"Male","035","Thrown Out","Admitted to Hospital","Not Worn"
"Male","023","Unknown","Admitted to Hospital","Not Worn"
"Male","050","Unknown","Admitted to Hospital","Not Worn"
"Male","020","Thrown Out","Admitted to Hospital","Not Worn"
"Male","041","Thrown Out","By Private","Not Worn"
"Male","086","Unknown","By Private","Not Worn"
"Female","010","Thrown Out","Treated at Hospital","Not Worn"
"Male","060","Unknown","Admitted to Hospital","Not Worn"
"Male","049","Thrown Out","Admitted to Hospital","Not Worn"
"Female","064","Unknown","Treated at Hospital","Not Worn"
"Male","057","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Thrown Out","Treated at Hospital","Not Worn"
"Male","021","Thrown Out","Treated at Hospital","Not Worn"
"Male","051","Thrown Out","Treated at Hospital","Not Worn"
"Male","054","Not Thrown Out","Treated at Hospital","Not Fitted"
"Female","050","Thrown Out","Admitted to Hospital","Not Worn"
"Male","062","Not Thrown Out","Treated at Hospital","Not Worn"
"Male","037","Thrown Out","Treated at Hospital","Not Worn"
"Male","067","Thrown Out","Treated at Hospital","Not Worn"
"Male","064","Unknown","Fatal","Not Worn"
"Male","054","Thrown Out","Admitted to Hospital","Not Worn"
"Male","022","Thrown Out","By Private","Not Worn"
"Male","016","Unknown","Admitted to Hospital","Not Worn"
"Male","004","Not Thrown Out","Treated at Hospital","Child Restraint - Not Worn"
"Male","044","Thrown Out","Treated at Hospital","Not Worn"
"Female","068","Unknown","Treated at Hospital","Not Worn"
"Male","072","Thrown Out","Treated at Hospital","Not Worn"
"Male","017","Thrown Out","Treated at Hospital","Not Worn"
"Female","018","Unknown","Treated at Hospital","Not Worn"
"Female","013","Unknown","Treated at Hospital","Not Worn"
"Male","026","Thrown Out","Admitted to Hospital","Not Worn"
"Female","035","Thrown Out","Treated at Hospital","Not Worn"
"Male","026","Thrown Out","By Private","Not Worn"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Male","064","Thrown Out","Admitted to Hospital","Not Worn"
"Female","027","Unknown","Treated at Hospital","Not Worn"
"Male","047","Thrown Out","Treated at Hospital","Not Worn"
"Male","074","Thrown Out","Admitted to Hospital","Not Worn"
"Male","079","Thrown Out","Treated at Hospital","Not Fitted"
"Female","076","Thrown Out","Admitted to Hospital","Not Fitted"
"Female","073","Thrown Out","Admitted to Hospital","Not Fitted"
"Male","079","Thrown Out","Admitted to Hospital","Not Fitted"
"Male","024","Thrown Out","Treated at Hospital","Not Worn"
"Male","019","Thrown Out","Treated at Hospital","Not Worn"
"Male","060","Thrown Out","By Private","Not Worn"
"Male","014","Thrown Out","By Private","Not Worn"
"Male","031","Thrown Out","Treated at Hospital","Not Worn"
"Male","034","Thrown Out","Treated at Hospital","Not Worn"
"Male","065","Thrown Out","Treated at Hospital","Not Worn"
"Female","050","Thrown Out","Treated at Hospital","Not Worn"
"Male","041","Thrown Out","Admitted to Hospital","Not Worn"
"Male","073","Thrown Out","Treated at Hospital","Not Worn"
"Male","021","Thrown Out","Treated at Hospital","Not Worn"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Male","012","Thrown Out","By Private","Not Worn"
"Male","020","Thrown Out","Admitted to Hospital","Not Worn"
"Female","040","Thrown Out","Treated at Hospital","Not Worn"
"Male","043","Thrown Out","Treated at Hospital","Not Worn"
"Male","064","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","037","Thrown Out","Treated at Hospital","Not Worn"
"Male","044","Thrown Out","Treated at Hospital","Not Worn"
"Male","043","Thrown Out","Treated at Hospital","Not Worn"
"Male","073","Thrown Out","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Male","042","Thrown Out","Treated at Hospital","Not Worn"
"Male","026","Thrown Out","Fatal","Not Worn"
"Male","073","Thrown Out","Admitted to Hospital","Not Worn"
"Male","062","Thrown Out","Treated at Hospital","Not Worn"
"Male","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","Admitted to Hospital","Not Worn"
"Male","080","Not Thrown Out","Fatal","Fitted - Not Worn"
"Male","070","Thrown Out","Treated at Hospital","Not Worn"
"Male","083","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","037","Thrown Out","Treated at Hospital","Not Worn"
"Male","019","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Thrown Out","Treated at Hospital","Not Worn"
"Male","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","035","Thrown Out","Treated at Hospital","Not Worn"
"Male","055","Thrown Out","Admitted to Hospital","Not Worn"
"Male","035","Thrown Out","Treated at Hospital","Not Worn"
"Female","070","Thrown Out","Treated at Hospital","Not Worn"
"Male","042","Thrown Out","By Private","Not Worn"
"Male","071","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","052","Thrown Out","Treated at Hospital","Not Worn"
"Male","082","Thrown Out","Treated at Hospital","Not Worn"
"Female","026","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Male","055","Thrown Out","Treated at Hospital","Not Worn"
"Female","053","Unknown","Treated at Hospital","Not Worn"
"Male","051","Thrown Out","Fatal","Not Worn"
"Male","016","Thrown Out","Treated at Hospital","Not Worn"
"Male","045","Thrown Out","By Private","Not Worn"
"Male","013","Thrown Out","Admitted to Hospital","Not Worn"
"Male","018","Thrown Out","Admitted to Hospital","Not Worn"
"Female","050","Thrown Out","Admitted to Hospital","Not Worn"
"Male","061","Thrown Out","Treated at Hospital","Not Worn"
"Female","051","Unknown","Treated at Hospital","Not Worn"
"Male","036","Thrown Out","Admitted to Hospital","Not Worn"
"Male","067","Unknown","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Male","066","Unknown","Treated at Hospital","Not Worn"
"Male","017","Thrown Out","Treated at Hospital","Not Worn"
"Male","076","Thrown Out","Treated at Hospital","Not Worn"
